Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
KMI,Kinder Morgan,Energy,16.8,25.07,2.891845,0.01,22.75,16.56,38612712234,5981000000,2.823936,1.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI
KLAC,KLA-Tencor Corp.,Information Technology,98.54,16.59,2.2988505,5.88,121.65,86.33,16078622033,1506642000,4.3395863,12.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC
KSS,Kohl's Corp.,Consumer Discretionary,60.34,16.01,3.4965036,3.12,69.14,35.16,10570861198,2286000000,0.8557757,2.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSS
KHC,Kraft Heinz Co,Consumer Staples,71.58,20.11,3.3990483,2.81,97.77,72.05,89618309338,7832000000,4.6780853,1.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC
KR,Kroger Co.,Consumer Staples,27.57,13.07,1.7301039,2.05,34.75,19.69,25471355847,5342000000,0.27961263,4.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR
LB,L Brands Inc.,Consumer Discretionary,47.77,12.77,4.886988,3.98,63.1,35,13862042842,2329000000,1.7060977,1403.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB
LLL,L-3 Communications Holdings,Industrials,198.79,23.14,1.4444605,8.51,218.705,159.43,16229343134,1137000000,1.4884604,3.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLL
LH,Laboratory Corp. of America Holding,Health Care,165.46,17.79,0,7.02,181.715,130.292,17271388000,1861200000,2.2459624,2.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH
LRCX,Lam Research,Information Technology,162.23,16.29,1.1652974,9.22,219.7,113.1982,27967534829,2967218000,3.0405293,4.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX
LEG,Leggett & Platt,Consumer Discretionary,43.99,17.88,3.1454785,2.76,54.97,42,6034600480,447000000,2.0302901,4.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEG
LEN,Lennar Corp.,Consumer Discretionary,59.11,15.35,0.26268265,3.38,72.17,43.647053,14615967194,1405319000,1.1468264,1.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEN
LUK,Leucadia National Corp.,Financials,23.86,15.39,1.5993602,0.33,28.3,22.23,8910389431,2201336000,1.0410156,0.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUK
LLY,Lilly (Eli) & Co.,Health Care,74.21,17.34,2.9327424,-0.2,89.09,75.71,84475986228,3459800000,3.754678,5.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY
LNC,Lincoln National,Financials,73.86,9.49,1.6813145,9.24,86.68,61.45,17123031000,0,1.201944,1.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNC
LKQ,LKQ Corporation,Consumer Discretionary,38.86,21.35,0,1.5,43.8599,27.85,12469931896,1065614000,1.723609,3.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ
LMT,Lockheed Martin Corp.,Industrials,334.3,24.28,2.315954,6.83,361.79,256.4,98102120000,7115000000,1.8781451,45.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
L,Loews Corp.,Financials,46.05,15.99,4.5131636,1.93,53.59,45.01,16111166935,0,1.5809761,0.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L
LOW,Lowe's Cos.,Consumer Discretionary,95.01,23.87,1.6413131,3.46,108.98,70.76,82909678852,7858000000,1.5653384,14.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW
LYB,LyondellBasell,Materials,105.79,10.35,3.264714,12.25,121.95,78.01,43556650000,6851000000,1.3037612,5.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB
MTB,M&T Bank Corp.,Financials,178.35,18.91,1.6218846,8.69,193.85,141.12,27840827434,0,4.6277885,1.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB
MAC,Macerich,Real Estate,58.36,14.81,4.9177604,3.43,69.73,52.12,8473119166,503183000,11.394877,2.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAC
M,Macy's Inc.,Consumer Discretionary,24,7.67,6.098546,1.98,33.73,17.405,7541063495,2446000000,0.45503208,1.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M
MRO,Marathon Oil Corp.,Energy,15.68,-32,1.2247398,-2.65,19.52,10.55,13875005314,2266000000,4.6578755,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO
MPC,Marathon Petroleum,Energy,62.79,16.06,2.8268552,6.85,73.53,47.39,31633740000,5978000000,0.42713487,2.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC
MAR,Marriott Int'l.,Consumer Discretionary,133.88,32.73,0.9452879,2.67,149.21,85.3725,50910130358,2620000000,2.9997249,11.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR
MMC,Marsh & McLennan,Financials,79.31,20.23,1.8257059,2.87,86.54,69.33,41819440000,3236000000,2.9848945,5.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC
MLM,Martin Marietta Materials,Materials,208.42,30.38,0.8042038,6.63,244.32,191.09,13756812736,975223000,4.416998,3.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM
MAS,Masco Corp.,Industrials,40.7,22.12,0.98383695,1.47,46.445,31.29,13428792315,1179000000,2.308266,11.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAS
MA,Mastercard Inc.,Information Technology,160.62,34.99,0.5926628,3.65,177.11,105.8,187102014193,7113000000,15.020556,26.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA
MAT,Mattel Inc.,Consumer Discretionary,16,-14.68,0,-3.06,26.3,12.71,5843402350,-203599000,1.1863722,3.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAT
MKC,McCormick & Co.,Consumer Staples,101.36,23.91,2.0261056,3.73,109.67,90.25,13459353253,815700000,2.7788277,5.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC
MCD,McDonald's Corp.,Consumer Discretionary,158.97,23.83,2.437994,6.36,178.7,124.36,132101623787,10515400000,5.770237,146.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD
MCK,McKesson Corp.,Health Care,150.23,11.68,0.8898776,22.74,178.86,133.82,31534840262,7232000000,0.15318617,2.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK
MDT,Medtronic plc,Health Care,78.38,17.04,2.2618315,2.89,89.72,75.44,110107062300,9204000000,4.944542,2.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT
MRK,Merck & Co.,Health Care,54.73,13.75,3.435934,1.4,66.8,53.63,152241530340,8715000000,5.0893345,4.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK
MET,MetLife Inc.,Financials,44.28,8.52,3.4587116,0.63,56.58,44.58,48679364276,0,1.0496864,0.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MET
MTD,Mettler Toledo,Health Care,601,35.56,0,14.24,697.26,459.34,16420774443,666706000,8.372307,31.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD
MGM,MGM Resorts International,Consumer Discretionary,33.5,29.65,1.2687428,1.92,38.41,25.15,19633674337,2680385000,2.2276719,3.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGM
KORS,Michael Kors Holdings,Consumer Discretionary,60.03,14.29,0,3.31,69.95,32.38,10053919023,456600000,3.1455927,5.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KORS
MCHP,Microchip Technology,Information Technology,79.9,21.77,1.7512966,0.66,99.17,69.76,19393095636,997492000,7.4475183,5.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP
MU,Micron Technology,Information Technology,40,9.01,0,4.36,49.89,22.64,48576791974,12541000000,2.1912806,2.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU
MSFT,Microsoft Corp.,Information Technology,85.01,25.76,1.8747908,2.97,96.07,63.22,689978437468,41079000000,7.1130967,9.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT
MAA,Mid-America Apartments,Real Estate,85.39,14.38,4.19652,2.86,110.95,86.95,9992628990,871483000,6.6291075,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA
MHK,Mohawk Industries,Consumer Discretionary,256.57,19.08,0,12.48,286.85,209.9,19897356456,1750393000,2.7977824,2.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK
TAP,Molson Coors Brewing Company,Consumer Staples,74.51,17.66,2.1533613,9.27,102.14,75.79,12396862128,4708400000,1.2371694,1.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP
MDLZ,Mondelez International,Consumer Staples,42.68,19.85,1.9977299,1.91,47.23,39.19,65827817742,4355000000,2.5708609,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ
MON,Monsanto Co.,Materials,119.08,21.53,1.7938709,5.09,123.15,106.97,53076824328,4217000000,3.589782,7.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MON
MNST,Monster Beverage,Consumer Staples,61.99,42.17,0,1.19,70.215,41.02,36403831015,1229478000,14.152587,9.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST
MCO,Moody's Corp,Financials,152.14,26.55,1.114065,1.35,167.23,106.48,30189978000,1238000000,9.932974,73.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO
MS,Morgan Stanley,Financials,51.79,14.23,1.8331805,3.09,58.05,40.06,97535400000,0,2.2258842,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS
MSI,Motorola Solutions Inc.,Information Technology,98.74,19.03,2.0266979,-1.08,107.78,77.23,16626039679,1629000000,2.6092634,6.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI
MYL,Mylan N.V.,Health Care,39.25,8.35,0,0.93,47.82,29.39,21698849265,3113300000,2.5358944,1.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MYL
NDAQ,"Nasdaq, Inc.",Financials,75.21,17.78,1.9671283,4.32,83.29,65.98,12844304115,1212000000,3.2591083,2.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ
NOV,National Oilwell Varco Inc.,Energy,32.64,-77.71,0.5873715,-6.4,41.895,29.9,12940096785,353000000,2.5209634,0.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOV
NAVI,Navient,Financials,13.38,7.56,4.5584044,1.01,16.97,11.481,3692691330,0,0.6986579,1.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NAVI
NTAP,NetApp,Information Technology,55.85,26.1,1.3881658,1.81,64.0599,37.43,15375210915,1075000000,3.6687026,5.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP
NFLX,Netflix Inc.,Information Technology,250.1,200.08,0,1.25,286.81,138.26,114805404842,809028000,9.861594,30.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
NWL,Newell Brands,Consumer Discretionary,27.91,9.72,3.1228786,1.17,55.08,23.85,14438346000,2021400000,1.2810479,1.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWL
NFX,Newfield Exploration Co,Energy,26.38,13.12,0,-6.5,43.74,24.41,5695123080,896000000,4.703259,4.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFX
NEM,Newmont Mining Corporation,Materials,36.61,26.34,0.8101539,-1.18,42.04,31.42,19749449484,1509000000,3.7076392,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM
NWSA,News Corp. Class A,Consumer Discretionary,15.65,43.47,1.24533,-1.28,17.29,12,9356906461,679000000,1.5518167,0.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA
NWS,News Corp. Class B,Consumer Discretionary,15.85,44.03,1.2269939,-1.28,17.7,12.35,9496735699,679000000,1.5718216,0.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWS
NEE,NextEra Energy,Utilities,145.29,21.65,2.6537917,11.39,159.64,124.18,69661177770,9018000000,4.091698,2.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE
NLSN,Nielsen Holdings,Industrials,33.9,18.73,3.6208732,1.39,45.73,34.22,13377670080,1836000000,2.7288198,3.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NLSN
NKE,Nike,Consumer Discretionary,62.49,24.9,1.2189548,2.51,68.83,50.35,106776113744,5162000000,3.0549932,8.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE
NI,NiSource Inc.,Utilities,22.51,19.57,3.3780859,1.02,27.76,21.93,7776566371,1448600000,2.2361343,1.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI
NBL,Noble Energy Inc,Energy,25.43,105.96,1.4771049,-2.32,39.6,22.985,13177325251,-518000000,4.6976447,1.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NBL
JWN,Nordstrom,Consumer Discretionary,47.23,15.04,3.0020285,2.02,53,37.7924,8212509855,1448000000,0.74603415,9.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JWN
NSC,Norfolk Southern Corp.,Industrials,136.89,20.65,2.018503,18.73,157.1499,109.27,40543547441,4737000000,3.8525908,3.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC
NTRS,Northern Trust Corp.,Financials,96.2,19.96,1.6678249,4.92,108.91,83.17,22908130223,0,4.031728,2.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS
NOC,Northrop Grumman Corp.,Industrials,324.01,24.4,1.3030859,11.47,349.18,231.98,58782413951,3884000000,2.209576,7.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC
NCLH,Norwegian Cruise Line,Consumer Discretionary,56.01,15.35,0,2.78,61.48,46.96,13191507318,1529401000,3.2066104,2.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCLH
NRG,NRG Energy,Utilities,24,17.78,1.4195584,-2.23,29.78,14.52,8030036023,1774000000,0.9933021,6.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NRG
NUE,Nucor Corp.,Materials,60.38,17.01,2.415766,4.1,70.48,51.67,20003317128,2648729000,0.99837583,2.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE
NVDA,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
ORLY,O'Reilly Automotive,Consumer Discretionary,252.22,21.91,0,10.73,279.23,169.43,21433781860,1965187000,3.1934319,34.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY
OXY,Occidental Petroleum,Energy,68.47,195.63,4.4081864,-0.75,78.09,57.2,53467692395,5205000000,6.044895,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXY
OMC,Omnicom Group,Consumer Discretionary,75.91,15.27,3.1838684,4.79,86.71,65.32,17377551986,2366000000,1.5327156,6.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC
OKE,ONEOK,Energy,54.4,34,5.4436197,1.66,61.36,47.14,21988472489,1851783000,2.6159565,4.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OKE
ORCL,Oracle Corp.,Information Technology,46.84,18.81,1.5551463,2.2,53.14,40.01,202302349740,16545000000,5.2561646,3.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL
PCAR,PACCAR Inc.,Industrials,66.98,15.72,1.455816,4.75,79.69,61.93,24152102921,3619200000,1.28693,3.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR
PKG,Packaging Corporation of America,Materials,111.95,18.57,2.1514556,7.07,131.1316,88.47,11051273948,1214900000,1.741522,5.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG
PH,Parker-Hannifin,Industrials,174.51,21.6,1.4401833,7.24,212.8,145.38,24421668509,2092089000,1.8652664,4.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH
PDCO,Patterson Companies,Health Care,32.88,14.05,3.0723782,1.79,48.295,32.07,3209792400,359644000,0.7872792,2.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PDCO
PAYX,Paychex Inc.,Information Technology,61.86,27.49,3.0892801,2.26,73.1,54.2,23253666810,1414900000,7.248487,11.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX
PYPL,PayPal,Information Technology,72.32,49.53,0,1.47,86.32,39.92,90708000000,2932000000,6.935696,5.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL
PNR,Pentair Ltd.,Industrials,66.67,18.89,2.03933,3.63,74.84,57.63,12466660892,863700000,2.5191512,2.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR
PBCT,People's United Financial,Financials,18.56,18.02,3.59375,0.97,20.14,15.965,6527616000,0,3.9272704,1.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBCT
PEP,PepsiCo Inc.,Consumer Staples,110.15,21.51,2.8370044,4.36,122.51,104.77,161413271020,12843000000,3.6705062,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP
PKI,PerkinElmer,Health Care,72.06,24.68,0.3695394,2.64,84.49,52.63,8351767268,445658000,3.7116463,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKI
PRGO,Perrigo,Health Care,84.44,,0.73126143,-28.01,95.93,63.68,12326379902,0,3.3850067,2.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRGO
PFE,Pfizer Inc.,Health Care,33.63,12.69,3.8879359,3.51,39.43,31.67,208505541949,20569000000,4.0020885,3.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE
PCG,PG&E Corp.,Utilities,38.24,8.75,0,2.78,71.57,38.45,20309412381,6471000000,1.5730644,1.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCG
PM,Philip Morris International,Consumer Staples,100.39,22.36,4.328479,4.48,123.55,96.66,153580671803,11802000000,2.7574685,1318.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM
PSX,Phillips 66,Energy,92.44,21.11,2.928564,9.93,107.47,75.135,47996220000,5311000000,0.47499472,2.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX
PNW,Pinnacle West Capital,Utilities,74.34,16.06,3.698776,3.95,92.48,73.81,8397609889,1614399000,2.9931207,1.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNW
PXD,Pioneer Natural Resources,Energy,169.16,118.29,0.1816118,-3.39,199.83,125.46,29983119693,1717000000,6.7890477,2.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PXD
PNC,PNC Financial Services,Financials,149.38,17.55,1.9354838,10.4,160.07,115.25,73315000000,0,4.04653,1.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNC
RL,Polo Ralph Lauren Corp.,Consumer Discretionary,101.32,17.74,1.8570102,-1.19,119.33,66.06,8753430477,506100000,1.3948758,2.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL
PPG,PPG Industries,Materials,110.3,18.73,1.5771489,6.31,122.0697,99.57,29043337549,2585000000,1.9551051,4.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPG
PPL,PPL Corp.,Utilities,29.52,12.83,5.2196894,2.79,40.2,29.205,20839814845,3937000000,3.7497053,1.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL
PX,Praxair Inc.,Materials,144.07,24.63,2.1998534,4.32,166.95,115.53,42948664203,3632000000,3.887915,6.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PX
PCLN,Priceline.com Inc,Consumer Discretionary,1806.06,24.26,0,42.66,2067.99,1589,91817448863,4803487000,9.176564,6.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCLN
PFG,Principal Financial Group,Financials,60.38,11.96,3.1914895,4.5,75.585,58.9401,18457199721,0,1.7167546,1.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFG
PG,Procter & Gamble,Consumer Staples,80.22,20.46,3.3704789,5.6,94.67,80.1,206318943299,17249000000,3.1595004,3.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG
PGR,Progressive Corp.,Financials,51.07,20.76,2.1061797,2.73,58.25,36.84,31062780000,0,1.1458876,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR
PLD,Prologis,Real Estate,58.33,20.76,2.931379,3.06,67.53,48.69,31953288000,2969194000,14.380373,2.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD
PRU,Prudential Financial,Financials,103.38,9.99,2.6985698,9.73,127.14,97.88,47136080000,0,1.083727,0.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRU
PEG,Public Serv. Enterprise Inc.,Utilities,46.73,16.11,3.60587,1.75,53.28,41.67,24138050331,3613000000,3.4491453,1.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG
PSA,Public Storage,Real Estate,180.49,18.21,4.316159,6.81,232.21,180.9254,32258539942,1924803000,16.16417,6.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA
PHM,Pulte Homes Inc.,Consumer Discretionary,28.67,12.86,1.2036108,1.44,35.21,21.06,8792572352,992811000,1.0341544,1.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHM
PVH,PVH Corp.,Consumer Discretionary,142.68,20.98,0.100529455,6.77,157.96,84.53,11478625926,1057500000,1.7617522,2.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PVH
QRVO,Qorvo,Information Technology,76.85,19.71,0,-0.13,85.24,62.68,9877885146,806875000,3.389142,1.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO
QCOM,QUALCOMM Inc.,Information Technology,62.42,16.51,3.5055351,1.65,69.28,48.92,96282828902,4191000000,4.263658,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
PWR,Quanta Services Inc.,Industrials,33.51,17.54,0,1.28,40.105,30.23,5330131216,649404000,0.77893436,1.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR
DGX,Quest Diagnostics,Health Care,96.42,17.07,1.9884669,5.5,112.965,90.1,13578300000,1453000000,1.7709883,2.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX
RRC,Range Resources Corp.,Energy,12.82,35.61,0.6097561,-2.79,34.09,12.7,3255587970,820095000,1.9624339,0.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RRC
RJF,Raymond James Financial Inc.,Financials,86.06,16.94,1.0982976,4.12,99.1,71.35,13216271700,0,1.9734555,2.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF
RTN,Raytheon Co.,Industrials,198.74,25.78,1.5612764,6.95,213.45,147.86,59066255840,3868000000,2.2938328,5.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RTN
O,Realty Income Corporation,Real Estate,47.56,15.54,5.372036,1.12,63.6,48.89,13784942453,1075568000,15.588069,1.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O
RHT,Red Hat Inc.,Information Technology,124.65,79.9,0,1.68,135.77,78.48,22799923883,541809000,8.202077,15.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHT
REG,Regency Centers Corporation,Real Estate,55.58,15.27,3.6850338,1.43,72.05,56.66,9858367494,487636000,13.762162,1.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG
REGN,Regeneron,Health Care,322.62,27.93,0,7.74,543.5518,319.5,35950369241,2043160000,8.48541,5.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN
RF,Regions Financial Corp.,Financials,17.9,17.9,1.8987342,1,19.9,13,21500640000,0,3.474771,1.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
RSG,Republic Services Inc,Industrials,62.72,26.13,2.1362228,1.77,69.4,57.53,21590903863,2734000000,2.8841186,2.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG
RMD,ResMed,Health Care,89.26,31.54,1.5120423,2.41,104.78,67.04,13233622689,636942000,6.1640687,6.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD
RHI,Robert Half International,Industrials,52.26,20.18,1.7075773,2.32,60.59,42.92,7047165475,565196000,1.3330402,5.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHI
ROK,Rockwell Automation Inc.,Industrials,178.73,26.48,1.7692552,6.35,210.72,147.67,24123216432,1323200000,3.760594,10.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROK
COL,Rockwell Collins,Industrials,133.31,22.29,0.9748892,4.8,139.63,89.9,22197870556,1696000000,3.781273,3.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COL
ROP,Roper Technologies,Industrials,259.4,27.57,0.61985797,9.38,290.415,191.22,27247789759,1555209000,5.9715905,4.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP
ROST,Ross Stores,Consumer Discretionary,75.06,26.52,0.82061803,2.83,85.66,52.85,29803566306,2247009000,2.9734495,10.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST
RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,122.45,16.26,1.8674136,7.53,135.65,93.4,27418147452,2876309000,3.1026611,2.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL
SPGI,"S&P Global, Inc.",Financials,173.31,27.38,1.0947506,7.95,185.38,124.64,46585950000,3021000000,10.254704,50.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI
CRM,Salesforce.com,Information Technology,104.03,520.15,0,0.27,114.52,79.63,79489115000,925804000,10.3738785,8.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM
SBAC,SBA Communications,Real Estate,159.85,199.81,0,0.62,177.67,103.51,19572031314,1074240000,15.189207,91.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC
